,game_id,white_id,white_elo,black_id,black_elo,opening,moves,winner
527,9E1Rvwpo,zandoid,1717,matei_popescu1510,1858,A06,g1f3 d7d5 d2d3 b8c6 b1d2 e7e5 e2e4 d5d4 f1e2 f7f5 e1g1 g8f6 d2c4 f8d6 c1g5 e8g8 e4f5 c8f5 f3h4 f5e6 c4d6 d8d6 g5f6 f8f6 e2g4 a8f8 d1e2 c6e7 a1e1 e6g4 e2g4 e7d5 h4f3 f6f4 g4h5 f8f5 h5e8 d6f8 e8f8,white
528,9EKtfIRg,matei_popescu1510,1666,osama_nabil,1667,D00,d2d4 d7d5 e2e3 c8f5 c2c4 e7e6 g1f3 b8c6 d1b3 f8b4 c1d2 b4d2 b1d2 g8e7 c4d5 e6d5 f1b5 e8g8 e1g1 c6b8 f3e5 c7c6 b5e2 b7b5 e5d3 a7a6 d3c5 e7g6 b3d1 d8g5 d2f3 g5f6 b2b4 a6a5 a2a3 a5b4 a3b4 a8a1 d1a1 g6h4 f1c1 h4f3 e2f3 b8d7 g2g3 f6g6 f3g2 d7f6 a1b2 h7h5 h2h4 f6g4 c1a1 f5e4 c5e4 d5e4 a1c1 g6f6 c1c5 g7g6 g2e4 f8c8 e4g2 g8g7 g2h3 g4h6 b2c2 c8e8 c5c6 f6e7 c2c5 h6g4 c5e7 e8e7 h3g4 h5g4 c6b6 e7c7 b6b5 c7c1 g1g2 c1b1 d4d5 g7f6 e3e4 f6e5 f2f3 g4f3 g2f3 b1b3 f3g4 f7f6 b5b6 e5e4 b6f6 e4d5 f6g6 b3b4 g4h5 d5e4 g6g4,white
529,9gaIKo2b,robbwai,1642,matei_popescu1510,1641,A10,c2c4 g7g6 b1c3 f8g7 e2e4 c7c5 d2d3 b8c6 c1e3 d7d6 g1e2 e7e6 a2a3 g8e7 f2f4 e8g8 g2g4 d6d5 e3c5 d5d4 c5e7 c6e7 c3a2 e6e5 f4f5 g6f5 g4f5 g8h8 e2g3 f8g8 f1e2 f7f6 d1d2 d8f8 e2f3 g7h6 d2e2 h6e3 e1d1 c8d7 b2b3 e7c6 g3f1 e3f4 f1g3 c6d8 h1g1 f4e3 g1g2 d8f7 g3f1 e3f4 g2g8 f8g8 e2g2 g8f8 a2c1 f7g5 f3e2 f8e7 h2h4 g5f7 e2h5 a8g8 g2e2 f7d6 e2f3 g8g1 c1e2 g1g8 e2f4 e5f4 f3f4,white
530,9GbA8km5,matei_popescu1510,1886,grievous69,1883,B12,e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 h2h4 h7h5 f1d3 d8c8 d1f3 f5g4 f3g3 g8h6 c1h6 h8h6 f2f3 g4f5 b1d2 f5d3 c2d3 c8f5 f3f4 h6g6 g3f3 b8a6 a2a3 e7e6 g1h3 a6c7 h3g5 c7b5 f3e3 f7f6 e5f6 g7f6 g5h7 f8h6 d2f3 g6g2 e1c1 h6f4,black
531,9gilkcup,matei_popescu1510,1902,driss2020,1926,D00,d2d4 d7d5 e2e3 e7e6 f1d3 g8f6 b1d2 f8e7 f2f4 a7a6 g1f3 c7c5 c2c3 c5c4 d3c2 b8c6 e1g1 b7b5 f3e5 c6e5 f4e5 f6d7 e3e4 e8g8 e4d5 e6d5 d1h5 g7g6 h5f3 c8b7 d2b1 f8e8 c1h6 f7f5 f3d5 b7d5,black
532,9gsZjnco,riccardonofrio22,1716,matei_popescu1510,1705,B22,e2e4 c7c6 g1f3 d7d5 e4d5 c6d5 d2d4 b8c6 c2c4 c8g4 c4d5 d8d5 f1e2 e7e6 b1c3 f8b4 e1g1 b4c3 b2c3 a7a6 f3e5 g4e2 d1e2 c6e5 e2e5 d5e5 d4e5 g8e7 f2f4 e8c8 a2a4 c8b8 c1a3 e7d5 a3d6 b8a7 c3c4 d5b6 c4c5 b6d5 a4a5 d8d7 g2g3 h8c8 a1b1 d5c3 b1b3 c3b5 f1b1 f7f6 b3b5 a6b5 b1b5 c8c6 b5b6 f6e5 f4e5 c6b6 a5b6 a7a6 g1g2 d7f7 g2h3 g7g6 h3g4 h7h6 h2h4 f7f5 d6c7 h6h5 g4h3 a6b5 c7d6 b5c6 g3g4 h5g4 h3g4 c6d5 g4h3 d5e4 h3g4 e4e3 d6c7 e3d4 c7d6 d4e4 c5c6 f5f4 g4g5 f4f5 g5g6 f5f8 c6b7,white
533,9hNbuGH5,aymanwalker,1758,matei_popescu1510,1779,B27,e2e4 c7c5 g1f3 g7g6 a2a4 f8g7 f1c4 b8c6 d2d3 e7e6 c2c3 g8e7 c1e3 b7b6 e1g1 c8b7 d1d2 e8g8 e3h6 d7d5 h6g7 g8g7 c4a2 d5e4 d3e4 d8d2 f3d2 a8d8 d2f3 c6a5 b1d2 e7g8 f1e1 g8f6 e4e5 f6d5 d2e4 b7c6 a2d5 c6d5 f3d2 h7h5 f2f4 d5c6 b2b4 c5b4 c3b4 a5b7 d2c4 c6e4 e1e4 d8d3 g2g3 f8d8 a1a3 d3a3 c4a3 d8d1 g1f2 d1a1 e4e3 b7d8 a4a5 b6a5 b4a5 d8c6 a5a6 c6b4 a3b5 a1a6 e3a3 a6a3 b5a3 g7f8 f2e3 f8e7 e3d4 e7d7 d4c5 b4d3 c5b5 d7c7 b5a6 c7b8 a3b5 d3c5 a6a5 b8b7 b5d6 b7c6 d6f7 a7a6 f7h8 c6b7 h8g6 c5b3 a5a4 b3c5 a4a3 a6a5 g6f8 b7b6 f8h7 b6b5 h7f6 a5a4 f6h5 c5d3 g3g4 d3c1 g4g5 c1e2 g5g6 e2d4 g6g7 d4c2 a3a2 b5b4,white
534,9IZHh36Q,larskat,1724,matei_popescu1510,1794,B27,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 d1d4 g8f6 e4e5 b8c6 d4c3 f6e4 c3e3 d7d5 e5d6 e4d6 b1c3 f8g7 c1d2 e8g8 f1b5 a7a6 b5c6 b7c6 e1g1 d6c4 e3e2 c4d2 f3d2 c8e6 a1d1 d8b6 d2b3 b6b4 f1e1 g7c3 b2c3 b4c3 d1d3 c3b4 e1d1 e6d5 d3d4 b4b5 c2c4 d5c4 e2c4 b5b6 d4d7 e7e6 h2h3 a6a5 d1e1 a8e8 c4c5 b6a6 c5a5 a6c4 a5d2 e8a8 e1c1 c4b5 c1c5 b5a4 d2c3 a4a2 c5c6 a8a3 d7b7 f8d8 c6c8 a2b1 g1h2 d8c8 c3c8 g8g7 c8d7 b1f5 b3d4 f5f4,black
535,9JAXZhBs,kensliess,1862,matei_popescu1510,1873,D02,d2d4 d7d5 g1f3 c7c5 c1f4 b8c6 e2e3 d8b6 b1a3 c5d4 e3d4 c8g4 a3b5 a8c8 b5c7 c8c7 f4c7 b6c7 f1e2 g8f6 e1g1 e7e6 h2h3 g4f3 e2f3 f8d6 a2a3 a7a5 f1e1 e8g8 c2c3 b7b5 d1d3 f8b8 f3d1 b5b4 d1a4 b4c3 d3c3 c6e7 a1c1 c7c3 b2c3 e7c8 c1a1 c8b6 a4c2 b6c4 a3a4 b8b2 c2d3 f6d7 e1b1 d7b6 g2g3 f7f6 g1g2 g8f7 b1b2 c4b2 d3b5 b6c4 a1b1 e6e5 b5c4 b2c4 b1b7 f7g6 b7a7 g6h6 g2f1 g7g5 g3g4 h6g6 f1e2 h7h5 f2f3 h5g4 h3g4 f6f5 a7a6 f5g4 d4e5 g4f3 e2f2 c4e5 a6d6 g6f5 d6d5 g5g4 d5a5 f5f4 a5d5 g4g3 f2f1 e5g4 d5d4 f4g5 a4a5 g5h4 a5a6 h4h3 d4g4 h3g4 a6a7 g3g2 f1g1 g4g3 a7a8q f3f2,black
536,9K6zYiPR,sibo23,1925,matei_popescu1510,1939,D00,d2d4 d7d5 c1f4 c7c5 e2e3 b8c6 c2c3 d8b6 d1b3 c5c4 b3c2 g7g6 b1d2 c8f5 c2c1 f8g7 g1f3 h7h6 f1e2 g6g5 f4g3 g8f6 f3e5 f6e4 d2e4 f5e4 e1g1 g7e5 d4e5 e7e6 f2f3 e4g6 f1d1 c6b8 g1h1 b8d7 g3f2 d7c5 c1d2 g6d3 e3e4 d5e4 f3e4 d3e2 d2e2 b6b5 b2b4 c5d3 f2d4 e8c8 a2a4 b5e8 d1d3 c4d3 e2d3 c8b8 d3e3 b7b6 a4a5 d8d4 e3d4 b6b5 d4c5 e8d7 h2h3 h8c8 c5e3 d7c6 a1c1 c6c4 a5a6 c4a2 e3f3 a2d2 c1d1 d2f4 f3d3 f4e5 d3d7 c8c7 d7d8 c7c8 d8d7 c8c7 d7e8 c7c8 e8f7 e5e4 d1d7 e4e1 h1h2 e1e5 h2h1 e5e1 h1h2 e1e5 h2g1 e5e1 g1h2,draw
537,9lBswCKh,p1ai,1834,matei_popescu1510,1866,B13,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 g1f3 b8c6 c2c4 c8g4 f1e2 g8f6 h2h3 g4h5 c4d5 f6d5 b1c3 e7e6 e1g1 f8e7 c3d5 d8d5 c1f4 h5f3 e2f3 d5d7 f4e3 e8g8 a2a3 f8d8 f3c6 d7c6 d1g4 e7f6 f1d1 d8d5 a1c1 c6b6 b2b4 a8d8 c1c4 a7a5 g4e4 a5b4 a3b4 b6a7 c4c5 a7a4 d1c1 a4b4 c1b1 b4a4 b1b7 f6d4 e3d4 d5d4 e4f3 d4d1 g1h2 a4d4 f3f7 g8h8 c5c7 d4e5 g2g3 d1d2 f7g7 e5g7 c7g7 d2f2 h2g1 f2d2 g7h7 h8g8 b7g7 g8f8 g7f7 f8g8 h7g7 g8h8 g7h7 h8g8 f7g7 g8f8 g7f7 f8g8,draw
538,9nSs2a7C,matei_popescu1510,1744,jimboy_78,1695,C29,e2e4 e7e5 b1c3 g8f6 f2f4 d7d6 g1f3 f8e7 f1c4 e8g8 e1g1 c8e6 c4e6 f7e6 d2d4 e5d4 f3d4 e6e5 d4e6 d8e8 e6f8 e8f8 f4e5 d6e5 c3d5 f8d8 d5f6 e7f6 d1d8 f6d8 c1e3 b8c6 c2c3 d8f6 a1d1 a8c8 h2h3 b7b6 d1d7 c6b8 d7d1 b8a6 g2g4 c7c5 d1d7 a6c7 g4g5 f6d8 f1d1 c7e6 d7a7 d8g5 e3g5 e6g5 d1d7 g5h3 g1h2 h3f4 d7g7 g8h8 g7h7 h8g8 h7c7 c8f8 c7g7 g8h8 g7h7 h8g8 a7g7,white
539,9o3PUlJv,matei_popescu1510,1885,sigurdsigurdsson,1901,A40,d2d4 g7g6 g2g3 f8g7 f1g2 b8c6 g1f3 d7d6 e1g1 c8g4 d4d5 c6e5 f3e5 g7e5 f2f4 e5g7 h2h3 g4d7 e2e4 d8c8 g1h2 g8f6 d1e2 e8g8 c2c4 a7a6 b1c3 a8b8 e4e5 d6e5 f4e5 f6e8 b2b4 b7b5 c4c5 c7c6 c1f4 c6d5 c3d5 c8d8 a1d1 e7e6 d5b6 b8b6 c5b6 f7f5 e5f6 g7f6 f4c7 e8c7 b6c7 d8c7 e2d3 d7c6 g2c6 c7c6 d3d7 c6e4 d1e1 e4c2 h2g1 c2c3 d7e6 g8g7 e6d7 g7h6 d7d6 f6d4 g1h1 f8f1 e1f1 d4e5 d6f8 h6h5 g3g4 h5h4 f8h6 h4g3 f1g1 g3f2 h6f8 f2e2 g1g2 e2e3 f8f2 e3e4 f2e2 e4d5 e2d1 d5c6 g2c2 c6b6 c2c3 e5c3 d1d5,white
540,9O9tVuEz,matei_popescu1510,1559,ivandeandrade,1511,A40,d2d4 e7e5 d4e5 b8c6 g1f3 f8c5 c1g5 f7f6 e5f6 g8f6 g5f6 g7f6 b1c3 d7d6 h2h3 c8e6 e2e3 d8e7 d1d2 e8c8 e1c1 c5b4 a2a3 b4a5 f1d3 c6e5 f3e5 f6e5 d2e2 a5c3 b2c3 d6d5 e2h5 e7a3 c1d2 d5d4 e3d4 e5d4 c3d4 d8d4 h5e5 a3b4 d2e2 e6d7 e5h8,white
541,9PQpP734,matei_popescu1510,1888,cilevelemajstor,1908,A45,d2d4 g8f6 c1g5 d7d5 e2e3 e7e6 f1d3 c7c5 c2c3 c5d4 e3d4 f8e7 b1d2 b8c6 f2f4 c8d7 g1f3 h7h6 g5h4 d8a5 e1g1 a8c8 f3e5 a5c7 f1f3 f6h5 h4e7 c6e7 f3h3 h5f4 d1f3 f4h3 g2h3 f7f6 f3h5 g7g6 e5g6 e7g6 h5g6 e8e7 g6g7 e7d6 g7f6 c8f8 f6e5 d6c6 d3b5 c6b6 b5d7 c7d7 c3c4 a7a6 c4c5 b6a7 g1h1 h8g8 a1e1 d7g7 e5e2 g7d4 d2b3 d4e4 e2e4 d5e4 b3d4 e4e3 d4e6 f8f2 e6c7 e3e2,black
542,9Qdgtw20,matei_popescu1510,1908,luke139,1853,D00,d2d4 d7d5 e2e3 c8f5 c2c4 e7e6 g1f3 g8f6 b1c3 c7c6 d1b3 d8b6 f3e5 b6b3 a2b3 b8d7 f2f4 d7e5 f4e5 f6e4 f1e2 e4c3 b2c3 f5c2 e2d1 c2d1 e1d1 d5c4 b3c4 f8e7 d1c2 e8g8 e3e4 c6c5 d4d5 e6d5 c4d5 a7a6 c3c4 b7b5 c1e3 f8c8 h1f1 b5c4 c2c3 e7d8 c3c4 a6a5 a1a4 a8b8 e3d2 f7f6 e5f6 d8f6 a4a5 b8b2 d2c3 b2c2 f1f3 f6c3 f3c3 c2g2 a5c5 c8e8 c4d4 g2h2 d5d6 h2d2 c3d3 d2d3 d4d3 e8d8 e4e5 g8f7 d3e4 f7e6 c5c7 d8d7 c7c8 d7f7 c8e8 e6d7 e8h8 h7h6 e4d5 f7f5 h8h7 f5g5 h7h8 g5g1 h8g8 g1d1 d5e4 d1e1 e4f5 e1f1 f5g6 f1g1 g6h7 d7e6 g8e8 e6d7 e8e7 d7c6 d6d7 g1d1 e5e6 c6c7 h7g7 h6h5 e7f7 h5h4 f7f3 c7d8 g7f7 d1e1 f3a3 d8c7 a3a7 c7d6 d7d8q d6e5 d8h4 e1e4 h4e4 e5d6 a7d7 d6c5 e4b7 c5c4 d7d5 c4c3 b7b5 c3c2 d5d3 c2c1 f7e7 c1c2 b5b3 c2c1 d3d1,white
543,9Qe624Qc,matei_popescu1510,1891,kuroineko77,1900,D00,d2d4 d7d5 e2e3 g8f6 f1d3 a7a6 c2c3 c8g4 f2f3 g4h5 b1d2 h5g6 e3e4 d5e4 f3e4 e7e6 g1e2 g6h5 e1g1 f8e7 d2f3 b8d7 e2f4 h5g6 f4g6 h7g6 c1f4 d7b6 f4g5 f6h5 g5e7 d8e7 f3e5 f7f6 e5g6 e7f7 g6h8,white
544,9r4LVWg9,matei_popescu1510,1820,erikyensun,1816,A40,d2d4 e7e5 d4e5 b8c6 f2f4 g8e7 g1f3 d7d6 e5d6 c7d6 e2e3 g7g6 f1c4 f8g7 e1g1 e8g8 e3e4 a7a6 a2a3 b7b5 c4b3 c8b7 b1c3 c6a5 b3a2 b7e4 c3e4 a8c8 c2c3 d6d5 e4g3 a5b7 g3e2 b7c5 e2d4 c5e4 a2b1 d8b6 b1e4 d5e4 c1e3 e4f3 d1f3 b6c7 a1c1 f8e8 f1d1 g8h8 h2h3 e7g8 d1d2 g8f6 c1d1 c8d8 f4f5 f6d5 f5g6 e8e3 f3f7 c7f7 g6f7 e3e7 d4f5 e7f7 f5g7 f7g7 d2d5 d8d5 d1d5 g7e7 g1f2 e7e6 d5d7 h8g8 d7a7 h7h5 f2f3 e6g6 b2b3 h5h4 a7a8 g8h7 f3f2 h7h6 c3c4 g6b6 c4c5 b6f6 f2e3 f6g6 e3f4 g6g2 a8a6 h6g7 c5c6 g2c2 a6a7 g7f6 c6c7 f6e6 f4e4 e6d7 e4d5 c2c3 b3b4 c3h3 d5c5 h3c3 c5b6 h4h3 c7c8q d7c8 a7h7 c3a3 b6b5 a3b3 b5c6 c8d8 b4b5 b3c3 c6b7 c3b3 b5b6 b3a3 b7b8 a3b3 b6b7 b3a3 h7h8 d8d7 h8h7 d7d8 h7h8 d8d7 h8h7 d7d8 h7h4 d8d7 h4d4 d7e7 b8c7 a3c3 c7b6 c3b3 b6c7 h3h2 d4h4 b3c3 c7b6 c3b3 b6a7 b3a3 a7b8 a3a2 h4h5 a2b2 b8c7 b2c2 c7b6 c2b2 h5b5 b2b5 b6b5 h2h1q,black
545,9rDLL6Fh,matei_popescu1510,1909,christianoemad,1912,D00,d2d4 d7d5 e2e3 g8f6 f1d3 c8g4 f2f3 g4h5 g1e2 b8d7 e2f4 h5g6 f4g6 h7g6 f3f4 e7e6 e1g1 c7c5 c2c3 c5c4 d3c2 h8h5 b1d2 g6g5 d2f3 g5f4 e3f4 f8d6 f3e5 h5h8 a2a4 d8e7 b2b3 e8c8 b3c4 d5c4 d1e2 d6e5 f4e5 f6d5 e2c4 c8b8 c2e4 d8c8 c4b3 c8c3 b3b5 e7h4 h2h3 h4e4,black
546,9RIMoAWD,evgeniy-mukhin,1896,matei_popescu1510,1916,A01,b2b3 g8f6 c1b2 g7g6 e2e3 f8g7 b1c3 e8g8 d1e2 d7d5 e1c1 c7c5 h2h4 b8c6 f2f3 h7h5 g2g3 a7a6 f1h3 d5d4 e3d4 c5d4 c3e4 f6e4 e2e4 d8b6 h3c8 a8c8 g3g4 c6b4 c1b1 b6a5 a2a3 b4c2 g4h5 a5h5 g1h3 h5a5 h3g5 c2a3 b2a3 a5a3 e4d3 c8c5 f3f4 c5b5 h1h3 f8c8,black
547,9Rka4EqR,iiirrrrr,1629,matei_popescu1510,1674,B10,e2e4 c7c6 d2d3 d7d5 d1f3 d5e4 d3e4 e7e5 h2h3 h7h6 f1e2 g8f6 c2c3 f8e7 c1e3 d8c7 b1d2 e8g8 f3g3 g8h8 h3h4 c8e6 g1f3 b8d7 f3g5 h6g5 h4g5 f6h7 g3h4,white
548,9s2sWqwt,kantore,1782,matei_popescu1510,1762,B27,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 f8g7 c1e3 b8c6 b1c3 g8f6 f2f3 e8g8 f1e2 d7d5 d1d2 e7e5 d4c6 b7c6 e4d5 c6d5 e3g5 c8b7 e1g1 h7h6 g5h4 d5d4 c3e4 d8b6 g1h1 f6e4 f3e4 b7e4 e2d3 e4d3 d2d3 a8e8 a1e1 g8h7 b2b3 f7f5 c2c3 e5e4 d3c2 d4d3 c2d2 e8c8 h4f2 b6a6 c3c4 a6a3 e1b1 a7a5 f2e3 a5a4 g2g4 a4b3 a2b3 a3a6 g4f5 g6f5 f1g1 f8f6 g1g2 f6g6 b1g1 g6g2 g1g2 c8c6 d2f2 c6g6 f2f5 a6f6 f5g6 f6g6 g2g6 h7g6 h1g1 g6f5 g1f2 g7e5 h2h3 h6h5 b3b4 e5c7 b4b5 f5e5 e3c5 e5f4 c5e3 f4e5 c4c5 e5d5 b5b6 c7b8 f2e1 b8e5 e1d2 e5f6 e3f2 f6e7 d2c3 d5c6 f2e3 e7f6 c3c4 f6e5 e3d2 e5g3 d2e3 g3e5 e3d2 c6b7 c4d5 e5f4 d2f4,white
549,9s8wPn1z,matei_popescu1510,1947,regex84,1928,A45,d2d4 g8f6 c1g5 f6e4 g5f4 d7d5 b1d2 b8c6 d2e4 d5e4 e2e3 e7e5 d4e5 d8d1 a1d1 c8e6 a2a3 f8e7 f1b5 h7h5 h2h4 e8g8 b5c6 b7c6 a3a4 f8d8 d1d8 a8d8 g1e2 d8b8 b2b3 e7b4 e1d1 b8d8 d1c1 d8d2 h1e1 d2c2 c1c2 b4e1 f4g3 c6c5 e2f4 e6g4 f4d5 c7c6 d5c3 e1c3 c2c3 g8f8 c3c4 g4d1 b3b4 d1a4 b4c5 a4b5 c4b4 b5f1 b4a5 f8e8 g3f4 e8e7 g2g3 e7e6 f4g5 e6e5 g5f4 e5d5 f4d6 d5c4 d6f8 g7g6 a5a6 c4d5 a6a7 d5e6 a7b6 f1b5 b6c7 e6f5 c7d6 f5g4 f8h6 g4f3 d6e7 b5c4 e7d6 c4d5 h6f4 f3f2 d6e7 f2f3 e7d6 f3g4 d6e7 g4f5 f4d6 f7f6 d6f4 g6g5 h4g5 f6g5 f4d6 h5h4 e7d7 f5g4,black
550,9sixL0gH,matei_popescu1510,1893,mix4u,1900,A40,d2d4 e7e6 e2e3 c7c5 c2c3 g8f6 f1d3 b8c6 f2f4 d7d5 b1d2 f8d6 g1f3 c8d7 f3e5 d8c7 e1g1 h8f8 d1e2 e8c8 a2a3 c8b8 b2b4 c5c4 d3c2 c6e7 e3e4 d7c6 e5c6 e7c6 e4e5 d6e7 e5f6 e7f6 d2f3 g7g6 f3e5 c6e7 c1d2 h7h5 a3a4 e7c8 b4b5 f8h8 d2c1 d8g8 c1a3 c8e7 a3e7 c7e7 a4a5 h5h4 a5a6 f6e5 e2e5 b8a8 a6b7 a8b7 a1a6 h8h5 e5e2 f7f6 f1a1,white
551,9TLnwsnK,matei_popescu1510,1554,brummer44,1475,D00,d2d4 g8f6 e2e3 d7d5 f1d3 e7e6 b1d2 f8d6 f2f4 c7c5 c2c3 b8c6 g1f3 e8g8 e1g1 h7h6 f3e5 c5d4 e3d4 d6e5 f4e5 f6d7 f1f3 f8e8 f3h3 d8g5 d2c4 g5e7 c4d6 e8d8 d1h5 d7f8 c1h6 g7h6 h5h6 f7f5 e5f6 e7h7 d3h7 f8h7 h6h7 g8f8 h7f7,white
552,9tP85nGy,mordho,1894,matei_popescu1510,1934,B12,e2e4 c7c6 d2d4 d7d5 e4e5 c6c5 c2c3 b8c6 f2f4 h7h5 g1f3 c5d4 f3d4 c6d4 d1d4 c8f5 f1b5 f5d7 b1a3 d7b5 a3b5 a7a6 b5a3 e7e6 c1e3 g8h6 d4b6 d8b6 e3b6 h6f5 a3c2 f8e7 c2d4 f5e3 e1f2 e3c4 b6c7 e7c5 b2b3 c4d2 f2e3 d2e4 a1c1 a8c8 c7a5 e8g8 a5b4 c5b4 c3b4 g7g6 g2g3 f8d8 h1f1 g8f8 e3d3 f8e7 b4b5 a6a5 a2a4 e7d7 d3e3 c8c3 c1c3 e4c3 f1c1 d8c8 e3d3 c3e4 c1c8 d7c8 d4c2 c8c7 b3b4 c7b6 b4a5 b6a5 c2d4 a5a4 d3e3 a4b4 e3d3 b4c5 d3e3 c5c4 b5b6 c4c5 e3d3 c5b6 d3c2 b6c5 c2d3 b7b5,black
553,9UOQ55za,forgetchess,1754,matei_popescu1510,1786,A11,c2c4 c7c6 b1c3 d7d5 c4c5 e7e5 d2d4 e5e4 c1f4 b7b6 e2e3 b6c5 d4c5 f8c5 g1e2 g8f6 e2d4 e8g8 f4b8 c5d4 d1d4 a8b8 d4a7 b8b2 f1e2 d8b6 a7b6 b2b6 e1g1 c8e6 a2a4 f8b8 a4a5 b6b3 f1c1 c6c5 a5a6 b8a8 c3b5 c5c4 b5c7 a8a7 c7e6 f7e6 h2h3 b3b6 f2f3 e4f3 e2f3 b6a6 a1b1 a6a3 e3e4 d5e4 f3g4 f6g4 h3g4 a3b3 g1f2 a7a2 f2f1 b3b1 c1b1 g8f7 b1b7 f7f6 b7c7 a2c2 g2g3 g7g5 c7h7 f6e5 h7d7 c4c3 d7d8 c2d2 d8c8 e5d4 c8d8 d4c4 d8c8 c4d3 c8d8 d3c2 d8e8 c2d1 e8e6 c3c2 e6e4 c2c1q e4e1 d1c2 e1c1 c2c1,black
554,9UoS54hk,matei_popescu1510,1765,edge_roadkill,1752,D00,d2d4 g8f6 e2e3 d7d5 f1d3 c7c6 b1d2 b8d7 f2f4 e7e6 g1f3 f8e7 e1g1 e8g8 f3e5 c6c5 c2c3 c5c4 d3c2 f6e4 d2e4 d5e4 c2e4 d7e5 f4e5 f7f6 e5f6 f8f6 f1f6 e7f6 d1e2 d8d6 e4f3 e6e5 e2c4 g8h8 c4d5 d6a6 d4e5 f6e7 d5f7 c8e6 f7e7 h8g8 f3b7 a8f8 b7a6,white
555,9vEiLwCk,matei_popescu1510,1944,pode90,2076,D00,d2d4 d7d5 e2e3 b8c6 c2c4 e7e6 g1f3 g8f6 b1c3 f8e7 f1d3 e8g8 e1g1 g7g6 a2a3 a7a6 c1d2 b7b6 b2b4 c8b7 c4c5 b6b5 d2e1 f6d7 f3d2 e6e5 d4e5 d7e5 d3e2 e7f6 d2f3 e5c4 a1a2 c6e5 f3e5 f6e5 e2c4 d5c4 a2d2 d8g5 f2f4 g5e7 f4e5 e7e5 c3d5 b7d5 d2d5 e5e3 e1f2 e3a3 d1b1 f8e8 f1d1 c4c3 f2d4 c7c6 d5d7 e8e2 d4f6 a8e8 b1d3 a3b4 d3e2 b4c5 e2f2,white
556,9VjaVTxZ,matei_popescu1510,1903,abbas808,1886,A43,d2d4 c7c5 e2e3 e7e6 c2c3 b8c6 f1d3 g8f6 b1d2 d7d5 f2f4 f8d6 g1f3 b7b6 f3e5 c8b7 e1g1 e8g8 f1f3 c5c4 d3c2 d8c7 f3h3 g7g6 g2g4 b6b5 g4g5 f6d7 d1e1 a7a5 e1h4 f8e8 h4h7 g8f8 h7f7,white
557,9vlnweIT,matei_popescu1510,1674,tomi7lav,1666,D00,d2d4 d7d5 e2e3 e7e6 f1d3 c7c5 c2c3 b8c6 f2f4 c5d4 e3d4 f8d6 g1f3 g8e7 e1g1 e8g8 f3e5 f7f6 e5c6 b7c6 c1e3 e6e5 f4e5 f6e5 d4e5 d6e5 b1d2 e7f5 e3f2 c8b7 f2c5 f5d6 d1c2 f8f1 a1f1 g7g6 d2f3 e5g7 f3d4 d6e4 d3e4 d5e4 c2e4 d8d7 e4e6 d7e6 d4e6 a7a6 f1d1 a8e8 e6g7 g8g7 d1d7,white
558,9vUSK2cp,helena19,1957,matei_popescu1510,1935,B13,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 g1f3 c8g4 f1e2 b8c6 e1g1 e7e6 b1c3 f8b4 f3e5 g4e2 c3e2 e8g8 e5c6 b7c6 c4c5 a8b8 a2a3 b4a5 b2b4 a5c7 c1f4 f6d7 f4c7 d8c7 f2f4 f7f6 e2g3 e6e5 g3f5 e5e4 f5d6 f6f5 g2g4 f5g4 d1g4 d7f6 g4e6 g8h8 f1f2 f6e8 f2g2 e8d6 c5d6 c7f7 f4f5 f7f5,black
559,9Wvmk7HC,matei_popescu1510,1893,laroca_05,1905,D00,d2d4 d7d5 e2e3 c8f5 c2c4 e7e6 g1f3 b8d7 d1b3 a8b8 b1c3 c7c6 c1d2 f8d6 h2h3 h7h6 c4d5 e6d5 a1c1 g8f6 f1e2 e8g8 e1g1 d8b6 c3a4 b6b3 a2b3 f8e8 b3b4 f6e4 a4c5 b7b6 c5d7 f5d7 b4b5 c6b5 e2d3 e4d2 f3d2 b8c8 f1d1 c8c1 d1c1 a7a6 c1a1 a6a5 a1c1 a5a4 d2b1 b5b4,black
560,9wyejgM7,lisalex80,1690,matei_popescu1510,1669,B17,e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 d1e2 d7f6 e4g5 h7h6 g5f7 e8f7 e2c4 d8d5 c4d3 c8f5 d3c3 e7e6 g1f3 d5d7 c1f4 a7a5 e1c1 f8b4 c3b3 g8e7 f3h4 f5h7 f1c4 b7b5 c4e6 d7e6 d4d5 e7d5 h1e1 b4e1 c2c4 d5f4 b3c3 e1c3,black
